start	end	text	parse_string	label
1100.2524279296877	1103.6224279296875	do not have an example where an animal was granted a copyright	(VP (VBP do) (RB not) (VP (VB have) (NP (NP (DT an) (NN example)) (SBAR (WHADVP (WRB where)) (S (NP (DT an) (NN animal)) (VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright)))))))))	('VP',)
1100.6124279296876	1103.6224279296875	have an example where an animal was granted a copyright	(VP (VB have) (NP (NP (DT an) (NN example)) (SBAR (WHADVP (WRB where)) (S (NP (DT an) (NN animal)) (VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright))))))))	('VP',)
1100.8024279296876	1103.6224279296875	an example where an animal was granted a copyright	(NP (NP (DT an) (NN example)) (SBAR (WHADVP (WRB where)) (S (NP (DT an) (NN animal)) (VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright)))))))	('NP',)
1100.8024279296876	1101.4724279296877	an example	(NP (DT an) (NN example))	('NP',)
1101.5424279296876	1103.6224279296875	where an animal was granted a copyright	(SBAR (WHADVP (WRB where)) (S (NP (DT an) (NN animal)) (VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright))))))	('SBAR',)
1101.7824279296876	1103.6224279296875	an animal was granted a copyright	(S (NP (DT an) (NN animal)) (VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright)))))	('S',)
1101.7824279296876	1102.3924279296875	an animal	(NP (DT an) (NN animal))	('NP',)
1102.4124279296875	1103.6224279296875	was granted a copyright	(VP (VBD was) (VP (VBN granted) (NP (DT a) (NN copyright))))	('VP',)
1102.6324279296875	1103.6224279296875	granted a copyright	(VP (VBN granted) (NP (DT a) (NN copyright)))	('VP',)
1102.9324279296875	1103.6224279296875	a copyright	(NP (DT a) (NN copyright))	('NP',)
1103.6924279296877	1111.2624279296876	We could make the counterargument as to how other humans were denied protection under that law due to the color of their skin	(S (NP (PRP We)) (VP (MD could) (VP (VB make) (NP (NP (DT the) (NN counterargument)) (PP (IN as) (PP (IN to) (SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS humans)) (VP (VBD were) (VP (VBN denied) (NP (NP (NN protection)) (PP (IN under) (NP (DT that) (NN law)))) (PP (IN due) (IN to) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (PRP$ their) (NN skin)))))))))))))))	('S',)
1103.8524279296876	1111.2624279296876	could make the counterargument as to how other humans were denied protection under that law due to the color of their skin	(VP (MD could) (VP (VB make) (NP (NP (DT the) (NN counterargument)) (PP (IN as) (PP (IN to) (SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS humans)) (VP (VBD were) (VP (VBN denied) (NP (NP (NN protection)) (PP (IN under) (NP (DT that) (NN law)))) (PP (IN due) (IN to) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (PRP$ their) (NN skin))))))))))))))	('VP',)
1104.0724279296876	1111.2624279296876	make the counterargument as to how other humans were denied protection under that law due to the color of their skin	(VP (VB make) (NP (NP (DT the) (NN counterargument)) (PP (IN as) (PP (IN to) (SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS humans)) (VP (VBD were) (VP (VBN denied) (NP (NP (NN protection)) (PP (IN under) (NP (DT that) (NN law)))) (PP (IN due) (IN to) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (PRP$ their) (NN skin)))))))))))))	('VP',)
1104.2824279296876	1111.2624279296876	the counterargument as to how other humans were denied protection under that law due to the color of their skin	(NP (NP (DT the) (NN counterargument)) (PP (IN as) (PP (IN to) (SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS humans)) (VP (VBD were) (VP (VBN denied) (NP (NP (NN protection)) (PP (IN under) (NP (DT that) (NN law)))) (PP (IN due) (IN to) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (PRP$ their) (NN skin))))))))))))	('NP',)
1104.2824279296876	1105.5224279296876	the counterargument	(NP (DT the) (NN counterargument))	('NP',)
1105.8724279296875	1111.2624279296876	as to how other humans were denied protection under that law due to the color of their skin	(PP (IN as) (PP (IN to) (SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS humans)) (VP (VBD were) (VP (VBN denied) (NP (NP (NN protection)) (PP (IN under) (NP (DT that) (NN law)))) (PP (IN due) (IN to) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (PRP$ their) (NN skin)))))))))))	('PP',)
1106.0824279296876	1111.2624279296876	to how other humans were denied protection under that law due to the color of their skin	(PP (IN to) (SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS humans)) (VP (VBD were) (VP (VBN denied) (NP (NP (NN protection)) (PP (IN under) (NP (DT that) (NN law)))) (PP (IN due) (IN to) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (PRP$ their) (NN skin))))))))))	('PP',)
1106.2524279296877	1111.2624279296876	how other humans were denied protection under that law due to the color of their skin	(SBAR (WHADVP (WRB how)) (S (NP (JJ other) (NNS humans)) (VP (VBD were) (VP (VBN denied) (NP (NP (NN protection)) (PP (IN under) (NP (DT that) (NN law)))) (PP (IN due) (IN to) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (PRP$ their) (NN skin)))))))))	('SBAR',)
1106.7424279296877	1111.2624279296876	other humans were denied protection under that law due to the color of their skin	(S (NP (JJ other) (NNS humans)) (VP (VBD were) (VP (VBN denied) (NP (NP (NN protection)) (PP (IN under) (NP (DT that) (NN law)))) (PP (IN due) (IN to) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (PRP$ their) (NN skin))))))))	('S',)
1106.7424279296877	1107.6924279296877	other humans	(NP (JJ other) (NNS humans))	('NP',)
1107.6924279296877	1111.2624279296876	were denied protection under that law due to the color of their skin	(VP (VBD were) (VP (VBN denied) (NP (NP (NN protection)) (PP (IN under) (NP (DT that) (NN law)))) (PP (IN due) (IN to) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (PRP$ their) (NN skin)))))))	('VP',)
1107.7924279296876	1111.2624279296876	denied protection under that law due to the color of their skin	(VP (VBN denied) (NP (NP (NN protection)) (PP (IN under) (NP (DT that) (NN law)))) (PP (IN due) (IN to) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (PRP$ their) (NN skin))))))	('VP',)
1108.2924279296876	1109.4924279296877	protection under that law	(NP (NP (NN protection)) (PP (IN under) (NP (DT that) (NN law))))	('NP',)
1108.7824279296876	1109.4924279296877	under that law	(PP (IN under) (NP (DT that) (NN law)))	('PP',)
1108.9924279296877	1109.4924279296877	that law	(NP (DT that) (NN law))	('NP',)
1109.8624279296876	1111.2624279296876	due to the color of their skin	(PP (IN due) (IN to) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (PRP$ their) (NN skin)))))	('PP',)
1110.1324279296875	1111.2624279296876	the color of their skin	(NP (NP (DT the) (NN color)) (PP (IN of) (NP (PRP$ their) (NN skin))))	('NP',)
1110.1324279296875	1110.5524279296876	the color	(NP (DT the) (NN color))	('NP',)
1110.6124279296876	1111.2624279296876	of their skin	(PP (IN of) (NP (PRP$ their) (NN skin)))	('PP',)
1110.6824279296875	1111.2624279296876	their skin	(NP (PRP$ their) (NN skin))	('NP',)
1111.8124279296876	1122.2224279296877	Um one could see the contradiction in a statutory interpretation where we see that problem in the antebellum in the antebellum days	(S (ADVP (UH Um)) (NP (PRP one)) (VP (MD could) (VP (VB see) (NP (DT the) (NN contradiction)) (PP (IN in) (NP (NP (DT a) (JJ statutory) (NN interpretation)) (SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (VP (VBP see) (NP (DT that) (NN problem)) (PP (IN in) (NP (DT the) (NN antebellum))) (PP (IN in) (NP (DT the) (NN antebellum) (NNS days)))))))))))	('S',)
1113.9024279296875	1122.2224279296877	could see the contradiction in a statutory interpretation where we see that problem in the antebellum in the antebellum days	(VP (MD could) (VP (VB see) (NP (DT the) (NN contradiction)) (PP (IN in) (NP (NP (DT a) (JJ statutory) (NN interpretation)) (SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (VP (VBP see) (NP (DT that) (NN problem)) (PP (IN in) (NP (DT the) (NN antebellum))) (PP (IN in) (NP (DT the) (NN antebellum) (NNS days))))))))))	('VP',)
1114.1224279296875	1122.2224279296877	see the contradiction in a statutory interpretation where we see that problem in the antebellum in the antebellum days	(VP (VB see) (NP (DT the) (NN contradiction)) (PP (IN in) (NP (NP (DT a) (JJ statutory) (NN interpretation)) (SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (VP (VBP see) (NP (DT that) (NN problem)) (PP (IN in) (NP (DT the) (NN antebellum))) (PP (IN in) (NP (DT the) (NN antebellum) (NNS days)))))))))	('VP',)
1114.7524279296877	1115.9924279296877	the contradiction	(NP (DT the) (NN contradiction))	('NP',)
1116.6024279296876	1122.2224279296877	in a statutory interpretation where we see that problem in the antebellum in the antebellum days	(PP (IN in) (NP (NP (DT a) (JJ statutory) (NN interpretation)) (SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (VP (VBP see) (NP (DT that) (NN problem)) (PP (IN in) (NP (DT the) (NN antebellum))) (PP (IN in) (NP (DT the) (NN antebellum) (NNS days))))))))	('PP',)
1116.7724279296876	1122.2224279296877	a statutory interpretation where we see that problem in the antebellum in the antebellum days	(NP (NP (DT a) (JJ statutory) (NN interpretation)) (SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (VP (VBP see) (NP (DT that) (NN problem)) (PP (IN in) (NP (DT the) (NN antebellum))) (PP (IN in) (NP (DT the) (NN antebellum) (NNS days)))))))	('NP',)
1116.7724279296876	1118.3224279296876	a statutory interpretation	(NP (DT a) (JJ statutory) (NN interpretation))	('NP',)
1118.3624279296876	1122.2224279296877	where we see that problem in the antebellum in the antebellum days	(SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (VP (VBP see) (NP (DT that) (NN problem)) (PP (IN in) (NP (DT the) (NN antebellum))) (PP (IN in) (NP (DT the) (NN antebellum) (NNS days))))))	('SBAR',)
1118.5224279296876	1122.2224279296877	we see that problem in the antebellum in the antebellum days	(S (NP (PRP we)) (VP (VBP see) (NP (DT that) (NN problem)) (PP (IN in) (NP (DT the) (NN antebellum))) (PP (IN in) (NP (DT the) (NN antebellum) (NNS days)))))	('S',)
1118.6824279296875	1122.2224279296877	see that problem in the antebellum in the antebellum days	(VP (VBP see) (NP (DT that) (NN problem)) (PP (IN in) (NP (DT the) (NN antebellum))) (PP (IN in) (NP (DT the) (NN antebellum) (NNS days))))	('VP',)
1118.9424279296877	1119.7424279296877	that problem	(NP (DT that) (NN problem))	('NP',)
1120.1324279296875	1121.0424279296876	in the antebellum	(PP (IN in) (NP (DT the) (NN antebellum)))	('PP',)
1120.2724279296876	1121.0424279296876	the antebellum	(NP (DT the) (NN antebellum))	('NP',)
1121.0824279296876	1122.2224279296877	in the antebellum days	(PP (IN in) (NP (DT the) (NN antebellum) (NNS days)))	('PP',)
1121.1424279296875	1122.2224279296877	the antebellum days	(NP (DT the) (NN antebellum) (NNS days))	('NP',)
1122.4224279296875	1124.2824279296876	But when you look at the cornerstones of	(SBARQ (WHNP (CC But) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP look) (PP (IN at) (NP (NP (DT the) (NNS cornerstones)) (PP (IN of)))))))))	('SBARQ', 'WHNP')
1122.6624279296875	1124.2824279296876	when you look at the cornerstones of	(SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP look) (PP (IN at) (NP (NP (DT the) (NNS cornerstones)) (PP (IN of)))))))	('SBAR',)
1122.8024279296876	1124.2824279296876	you look at the cornerstones of	(S (NP (PRP you)) (VP (VBP look) (PP (IN at) (NP (NP (DT the) (NNS cornerstones)) (PP (IN of))))))	('S',)
1123.0024279296877	1124.2824279296876	look at the cornerstones of	(VP (VBP look) (PP (IN at) (NP (NP (DT the) (NNS cornerstones)) (PP (IN of)))))	('VP',)
1123.1724279296875	1124.2824279296876	at the cornerstones of	(PP (IN at) (NP (NP (DT the) (NNS cornerstones)) (PP (IN of))))	('PP',)
1123.2624279296876	1124.2824279296876	the cornerstones of	(NP (NP (DT the) (NNS cornerstones)) (PP (IN of)))	('NP',)
1123.2624279296876	1124.2224279296877	the cornerstones	(NP (DT the) (NNS cornerstones))	('NP',)
1124.3069279296876	1125.1969279296875	That's quite a stretch	(S (NP (DT That)) (VP (VBZ 's) (NP (PDT quite) (DT a) (NN stretch))))	('S',)
1124.3069279296876	1125.1969279296875	's quite a stretch	(VP (VBZ 's) (NP (PDT quite) (DT a) (NN stretch)))	('VP',)
1124.5069279296877	1125.1969279296875	quite a stretch	(NP (PDT quite) (DT a) (NN stretch))	('NP',)
1125.2169279296877	1128.6324279296875	Mr Schwarz Just to pause on this for a moment answered your	(S (NP (NNP Mr) (NNP Schwarz)) (S (S (ADVP (RB Just)) (VP (TO to) (VP (VB pause) (PP (IN on) (NP (DT this))) (PP (IN for) (NP (DT a) (NN moment)))))) (VP (VBD answered) (NP (PRP$ your)))))	('S',)
1125.2169279296877	1125.8269279296876	Mr Schwarz	(NP (NNP Mr) (NNP Schwarz))	('NP',)
1126.7824279296876	1128.6324279296875	Just to pause on this for a moment answered your	(S (S (ADVP (RB Just)) (VP (TO to) (VP (VB pause) (PP (IN on) (NP (DT this))) (PP (IN for) (NP (DT a) (NN moment)))))) (VP (VBD answered) (NP (PRP$ your))))	('S',)
1126.7824279296876	1128.0124279296876	Just to pause on this for a moment	(S (ADVP (RB Just)) (VP (TO to) (VP (VB pause) (PP (IN on) (NP (DT this))) (PP (IN for) (NP (DT a) (NN moment))))))	('S',)
1126.9524279296877	1128.0124279296876	to pause on this for a moment	(VP (TO to) (VP (VB pause) (PP (IN on) (NP (DT this))) (PP (IN for) (NP (DT a) (NN moment)))))	('VP',)
1127.0324279296876	1128.0124279296876	pause on this for a moment	(VP (VB pause) (PP (IN on) (NP (DT this))) (PP (IN for) (NP (DT a) (NN moment))))	('VP',)
1127.2824279296876	1127.5124279296876	on this	(PP (IN on) (NP (DT this)))	('PP',)
1127.5324279296876	1128.0124279296876	for a moment	(PP (IN for) (NP (DT a) (NN moment)))	('PP',)
1127.6624279296875	1128.0124279296876	a moment	(NP (DT a) (NN moment))	('NP',)
1128.0924279296876	1128.6324279296875	answered your	(VP (VBD answered) (NP (PRP$ your)))	('VP',)
1128.7324279296877	1139.2524279296877	Yes Schwarz is comparing a monkey's lack of copyright to chattel slavery which is offensive and seems weirdly blind to the racist history of comparing black people and monkeys	(S (ADVP (UH Yes)) (NP (NNP Schwarz)) (VP (VBZ is) (VP (VP (VBG comparing) (NP (NP (NP (DT a) (NN monkey) (POS 's)) (NN lack)) (PP (IN of) (NP (NN copyright)))) (PP (IN to) (NP (NN chattel) (NN slavery)))) (SBAR (WHNP (WDT which)) (S (VP (VP (VBZ is) (ADJP (JJ offensive))) (CC and) (VP (VBZ seems) (S (ADJP (RB weirdly) (JJ blind) (PP (IN to) (NP (NP (DT the) (JJ racist) (NN history)) (PP (IN of) (S (VP (VBG comparing) (NP (JJ black) (NNS people) (CC and) (NNS monkeys))))))))))))))))	('S',)
1129.9024279296875	1139.2524279296877	is comparing a monkey's lack of copyright to chattel slavery which is offensive and seems weirdly blind to the racist history of comparing black people and monkeys	(VP (VBZ is) (VP (VP (VBG comparing) (NP (NP (NP (DT a) (NN monkey) (POS 's)) (NN lack)) (PP (IN of) (NP (NN copyright)))) (PP (IN to) (NP (NN chattel) (NN slavery)))) (SBAR (WHNP (WDT which)) (S (VP (VP (VBZ is) (ADJP (JJ offensive))) (CC and) (VP (VBZ seems) (S (ADJP (RB weirdly) (JJ blind) (PP (IN to) (NP (NP (DT the) (JJ racist) (NN history)) (PP (IN of) (S (VP (VBG comparing) (NP (JJ black) (NNS people) (CC and) (NNS monkeys)))))))))))))))	('VP',)
1130.0824279296876	1139.2524279296877	comparing a monkey's lack of copyright to chattel slavery which is offensive and seems weirdly blind to the racist history of comparing black people and monkeys	(VP (VP (VBG comparing) (NP (NP (NP (DT a) (NN monkey) (POS 's)) (NN lack)) (PP (IN of) (NP (NN copyright)))) (PP (IN to) (NP (NN chattel) (NN slavery)))) (SBAR (WHNP (WDT which)) (S (VP (VP (VBZ is) (ADJP (JJ offensive))) (CC and) (VP (VBZ seems) (S (ADJP (RB weirdly) (JJ blind) (PP (IN to) (NP (NP (DT the) (JJ racist) (NN history)) (PP (IN of) (S (VP (VBG comparing) (NP (JJ black) (NNS people) (CC and) (NNS monkeys))))))))))))))	('VP',)
1130.0824279296876	1133.1524279296875	comparing a monkey's lack of copyright to chattel slavery	(VP (VBG comparing) (NP (NP (NP (DT a) (NN monkey) (POS 's)) (NN lack)) (PP (IN of) (NP (NN copyright)))) (PP (IN to) (NP (NN chattel) (NN slavery))))	('VP',)
1130.4724279296877	1131.9624279296877	a monkey's lack of copyright	(NP (NP (NP (DT a) (NN monkey) (POS 's)) (NN lack)) (PP (IN of) (NP (NN copyright))))	('NP',)
1130.4724279296877	1131.1424279296875	a monkey's lack	(NP (NP (DT a) (NN monkey) (POS 's)) (NN lack))	('NP',)
1130.4724279296877	1130.8624279296876	a monkey's	(NP (DT a) (NN monkey) (POS 's))	('NP',)
1131.1424279296875	1131.9624279296877	of copyright	(PP (IN of) (NP (NN copyright)))	('PP',)
1132.1024279296876	1133.1524279296875	to chattel slavery	(PP (IN to) (NP (NN chattel) (NN slavery)))	('PP',)
1132.2524279296877	1133.1524279296875	chattel slavery	(NP (NN chattel) (NN slavery))	('NP',)
1133.6924279296877	1139.2524279296877	which is offensive and seems weirdly blind to the racist history of comparing black people and monkeys	(SBAR (WHNP (WDT which)) (S (VP (VP (VBZ is) (ADJP (JJ offensive))) (CC and) (VP (VBZ seems) (S (ADJP (RB weirdly) (JJ blind) (PP (IN to) (NP (NP (DT the) (JJ racist) (NN history)) (PP (IN of) (S (VP (VBG comparing) (NP (JJ black) (NNS people) (CC and) (NNS monkeys)))))))))))))	('SBAR',)
1133.8424279296876	1139.2524279296877	is offensive and seems weirdly blind to the racist history of comparing black people and monkeys	(S (VP (VP (VBZ is) (ADJP (JJ offensive))) (CC and) (VP (VBZ seems) (S (ADJP (RB weirdly) (JJ blind) (PP (IN to) (NP (NP (DT the) (JJ racist) (NN history)) (PP (IN of) (S (VP (VBG comparing) (NP (JJ black) (NNS people) (CC and) (NNS monkeys))))))))))))	('S', 'VP')
1133.8424279296876	1134.4424279296877	is offensive	(VP (VBZ is) (ADJP (JJ offensive)))	('VP',)
1135.4724279296877	1139.2524279296877	seems weirdly blind to the racist history of comparing black people and monkeys	(VP (VBZ seems) (S (ADJP (RB weirdly) (JJ blind) (PP (IN to) (NP (NP (DT the) (JJ racist) (NN history)) (PP (IN of) (S (VP (VBG comparing) (NP (JJ black) (NNS people) (CC and) (NNS monkeys))))))))))	('VP',)
1135.8224279296876	1139.2524279296877	weirdly blind to the racist history of comparing black people and monkeys	(S (ADJP (RB weirdly) (JJ blind) (PP (IN to) (NP (NP (DT the) (JJ racist) (NN history)) (PP (IN of) (S (VP (VBG comparing) (NP (JJ black) (NNS people) (CC and) (NNS monkeys)))))))))	('S', 'ADJP')
1136.4724279296877	1139.2524279296877	to the racist history of comparing black people and monkeys	(PP (IN to) (NP (NP (DT the) (JJ racist) (NN history)) (PP (IN of) (S (VP (VBG comparing) (NP (JJ black) (NNS people) (CC and) (NNS monkeys)))))))	('PP',)
1136.5424279296876	1139.2524279296877	the racist history of comparing black people and monkeys	(NP (NP (DT the) (JJ racist) (NN history)) (PP (IN of) (S (VP (VBG comparing) (NP (JJ black) (NNS people) (CC and) (NNS monkeys))))))	('NP',)
1136.5424279296876	1137.5424279296876	the racist history	(NP (DT the) (JJ racist) (NN history))	('NP',)
1137.5424279296876	1139.2524279296877	of comparing black people and monkeys	(PP (IN of) (S (VP (VBG comparing) (NP (JJ black) (NNS people) (CC and) (NNS monkeys)))))	('PP',)
